,link,operator,name,bed,address_1,address_2,full_address,phone,city,facilityNumber,info
129,http://personalcarehomes.saskatchewan.ca/Facility/Details/3bdd02f7-0f03-40bf-9313-fdbe59693df8,Harjinder Singh,Joyti Care Home,9,2135 5th Avenue North,Regina SK S4R 0R9,2135 5th Avenue North Regina SK S4R 0R9,(306) 501-3944,Regina,8341,"Initial Licence Date: 2008-11-25,Approx. Start Rate per Month: $1800 to $2199,Can only admit and care for residents who can climb and descend steps independently,Cannot admit and care for residents with heavy care needs,Single rooms"
130,http://personalcarehomes.saskatchewan.ca/Facility/Details/21b73473-a8dc-4edc-bcf0-1c5a037764ce,Keedwell Assisted Living Centre Inc.,Keedwell Assisted Living Centre Inc.,15,110 Keedwell St,Saskatoon SK S7W 1B4,110 Keedwell St Saskatoon SK S7W 1B4,(306) 384-9355,Saskatoon,8342,"Initial Licence Date: 2008-12-08,Approx. Start Rate per Month: $3500 to $3999,Single rooms"
131,http://personalcarehomes.saskatchewan.ca/Facility/Details/b90a3b98-56cf-4dda-8d1a-eaf691f32214,Marissa & Edwin Malang,Kennedy Manor Care Home,10,22 Kennedy Crescent,Regina SK S4R 6G4,22 Kennedy Crescent Regina SK S4R 6G4,(306) 545-8057,Regina,8386,"Initial Licence Date: 2011-02-01,Approx. Start Rate per Month: $2800 to $3499,Single rooms"
132,http://personalcarehomes.saskatchewan.ca/Facility/Details/70a43e1f-bdcf-4771-b0e6-ccfc417448f3,Kensington Gentle Carehome Ltd.,Kensington Gentle Carehome,15,775-Labine Court,Saskatoon SK S7L 6G7,775-Labine Court Saskatoon SK S7L 6G7,(306) 203-4026,Saskatoon,9120,"Initial Licence Date: May 12 2020,Approx. Start Rate per Month: $4000 and up,Wheel chair accessible,Single Rooms."
133,http://personalcarehomes.saskatchewan.ca/Facility/Details/5b537ff9-ee14-4147-8670-790a72606a7b,Kensington Gentle Carehome Ltd.,Kensington Gentle Carehome Ltd.,15,202 Stromberg Ct,Saskatoon SK S7L 6M9,202 Stromberg Ct Saskatoon SK S7L 6M9,(306) 664-9299,Saskatoon,9066,"Initial Licence Date: 2017-12-20,Approx Start Rate per Month: $3500 to $3999,Single rooms"
134,http://personalcarehomes.saskatchewan.ca/Facility/Details/5b675c5a-6d5b-4b65-8798-65657dec10e9,Monika Wojcik,Kozy Korner Personal Care Home,20,310 18 Ave E,Regina SK S4N 1E2,310 18 Ave E Regina SK S4N 1E2,(306) 585-7444,Regina,8430,"Initial Licence Date: 2013-01-30,Approx. Start Rate per Month: $2800 to $3499,Cannot care for residents with Heavy Care needs,Single rooms"
135,http://personalcarehomes.saskatchewan.ca/Facility/Details/5ef5f35c-84b3-420f-8196-d9eeb359978e,Lac La Ronge Indian Band Health Services Inc.,Lac La Ronge Indian Band Health Services Inc.,10,"519 Elders Road, Bell's Point Subdivision",La Ronge SK S0J 1L0,"519 Elders Road, Bell's Point Subdivision La Ronge SK S0J 1L0",(306) 425-5255,La Ronge,8384,"Initial Licence Date: 2011-01-01,Approx. Start Rate per Month: $1200 to $1499,Single rooms"
136,http://personalcarehomes.saskatchewan.ca/Facility/Details/f1597ca0-c98b-4436-9fbe-ca0a29504c89,Standing Buffalo Care Home Inc.,Lakeview Lodge,40,SW-27-21-14-W2M Fort,Fort Qu'Appelle SK S0G 1S0,SW-27-21-14-W2M Fort Fort Qu'Appelle SK S0G 1S0,(306) 332-2588,Fort Qu'Appelle,6769,"Initial Licence Date: 1999-06-29,Approx. Start Rate per Month: $1500 to $1799,Single rooms"
137,http://personalcarehomes.saskatchewan.ca/Facility/Details/5b501da1-87ca-4547-be8c-5714b9cbd4b3,Layne Carrick,Layne Carrick,5,226 Avenue T N,Saskatoon SK S7L 3B2,226 Avenue T N Saskatoon SK S7L 3B2,(306) 249-1310,Saskatoon,7642,"Initial Licence Date: 2001-10-12,Approx. Start Rate per Month: $1200 to $1499,Can only admit and care for residents who can climb and descend steps independently,Cannot admit or care for residents who are at risk of wandering. Single rooms,Double rooms"
138,http://personalcarehomes.saskatchewan.ca/Facility/Details/b9e8a5be-602b-4408-bae1-d5e718cc4936,Teofila Hitchings,Legends Personal Care Home,4,230 Augusta Dr,Warman SK S0K 4S1,230 Augusta Dr Warman SK S0K 4S1,(639) 998-0335,Warman,9076,"Initial Licence Date: 2019-03-20,Approx Start Rate per Month: $1500 to $1799,Cannot admit or care for residents who are at risk of wandering,Can only admit or care for residents on the lower level of the home who are able to climb and descend stairs independently,Single rooms"
139,http://personalcarehomes.saskatchewan.ca/Facility/Details/8cbcfb9a-2493-4541-8dc2-b50f87875ba4,Cheyenne Asprec,Lilian Valley Retirement Home,3,157 Davidson Crescent,Regina SK S4S 4T2,157 Davidson Crescent Regina SK S4S 4T2,(306) 580-4634,Regina,9112,"Initial Licence Date: 2019-11-26,Approx Start Rate per Month: $2200-$2799,Cannot admit or care for residents who are at risk of wandering,Single Rooms,Double Room,Cats and small breed dogs allowed"
140,http://personalcarehomes.saskatchewan.ca/Facility/Details/aabc813c-3eef-4b22-b7d4-55f47f396609,Lucy Idoko,Lucy Idoko,5,102 Hargreaves Green,Saskatoon SK S7R 0G8,102 Hargreaves Green Saskatoon SK S7R 0G8,(639) 916-2794,Saskatoon,9142,"Initial Licence Date: 2021-08-10,Approx. Start Rate per Month: $1200 to $1499,Can only admit residents to lower level of home who can climb and descend stairs independently. Cannot admit or care for residents who are at risk of wandering. Admit light care residents only. Single room,Double rooms"
141,http://personalcarehomes.saskatchewan.ca/Facility/Details/0b55967a-b974-44eb-b9b0-aeb2f5eaeb82,Lutheran Sunset Home of Saskatoon,Lutheran Sunset Home of Saskatoon,15,1230 Temperance St,Saskatoon SK S7N 0N9,1230 Temperance St Saskatoon SK S7N 0N9,(306) 664-0300 x 153,Saskatoon,7056,"Initial Licence Date: 2000-03-16,Approx. Start Rate per Month: $3500 to $3999,Single rooms"
142,http://personalcarehomes.saskatchewan.ca/Facility/Details/ec7d664b-b642-4bc8-ba1e-578668321a96,Lutheran Sunset Home of Saskatoon,LutherCare Communities,15,1904 Alexandra Ave,Saskatoon SK S7K 3C7,1904 Alexandra Ave Saskatoon SK S7K 3C7,(306) 664-0309,Saskatoon,8350,"Initial Licence Date: 2009-04-24,Approx. Start Rate per Month: $3500 to $3999,Single rooms"
143,http://personalcarehomes.saskatchewan.ca/Facility/Details/09cb561b-b7ed-4ee6-a3e1-b9db9dca0d64,Lynne Alison,Lynne Alison,12,602 Spencer Way,Saskatoon SK S7K 7T6,602 Spencer Way Saskatoon SK S7K 7T6,(306) 668-6134,Saskatoon,2852,"Initial Licence Date: 1993-01-07,Approx. Start Rate per Month: $2200 to $2799,Can only admit and care for residents on the upper level who can climb and descend steps independently,Single rooms"
144,http://personalcarehomes.saskatchewan.ca/Facility/Details/b78af41c-ebce-493e-8de5-b7ba36dd7966,Catherine MacFadden,Majestic Manor Personal Care Home,6,239 Williston Dr,Regina SK S4X 2H3,239 Williston Dr Regina SK S4X 2H3,(306) 949-1811,Regina,8395,"Initial Licence Date: 2011-08-01,Approx. Start Rate per Month: $2800 to $3499,Single rooms"
145,http://personalcarehomes.saskatchewan.ca/Facility/Details/9da2fdb2-2f71-489f-83f6-ab7240fb5cb6,Mak Homes Ltd,Mak Lodge,20,1601 1 St E,Prince Albert SK S6V 0E8,1601 1 St E Prince Albert SK S6V 0E8,(306) 960-7316,Prince Albert,9031,"Initial Licence Date: 2016-09-19,Approx. Start Rate per Month: $2200 to $2799,Double rooms"
146,http://personalcarehomes.saskatchewan.ca/Facility/Details/b63188ae-c70a-41df-9f87-b8cd304dfb12,Elaine Tochor,Maple Street Manor,11,600 Park Ave,Esterhazy SK S0A 0X0,600 Park Ave Esterhazy SK S0A 0X0,(306) 745-2788,Esterhazy,7762,"Initial Licence Date: 2002-10-22,Approx. Start Rate per Month: $2200 to $2799,Cannot admit and care for residents who are at risk of wandering,Single rooms,Double rooms"
147,http://personalcarehomes.saskatchewan.ca/Facility/Details/a1c9d39a-8f79-4e49-9aac-2d7bc3f10c32,Marcie Private Care Home Corp.,Marcie Private Care Home Corp.,6,1221 4th Avenue N.W.,Moose Jaw SK S6H 3X6,1221 4th Avenue N.W. Moose Jaw SK S6H 3X6,(306) 684-1930,Moose Jaw,9068,"Initial Licence Date: 2017-12-19,Approx Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
148,http://personalcarehomes.saskatchewan.ca/Facility/Details/c919bfe2-4115-4a00-8fdc-80a2384485d9,Mariam Nganzo,Marcie Private Care Home Corp.,5,1301 Princess Crescent N,Moose Jaw SK S6H 6S9,1301 Princess Crescent N Moose Jaw SK S6H 6S9,(306) 684-1930,Moose Jaw,9116,"Initial Licence Date: 2020-01-29,Approx Start Rate per Month: $2200 to $2799,Residents residing in Bedroom 4 and Bedroom 5 must be able to climb and descend stairs independently."
149,http://personalcarehomes.saskatchewan.ca/Facility/Details/73e80260-8bc8-4fc1-8163-57105d2d59e1,Maria Villanueva,Maria Villanueva,13,310 Adilman Dr,Saskatoon SK S7K 7K5,310 Adilman Dr Saskatoon SK S7K 7K5,(306) 975-1189,Saskatoon,9041,"Initial Licence Date: 2016-12-28,Approx. Start Rate per Month: $1500 to $1799"
150,http://personalcarehomes.saskatchewan.ca/Facility/Details/acf577c8-6a1d-4c04-a32a-b718a7291c61,Marianela Cabello,Marianela Cabello,12,518/520 Russell Rd,Saskatoon SK S7K 6L6,518/520 Russell Rd Saskatoon SK S7K 6L6,(306) 242-6501,Saskatoon,4111,"Initial Licence Date: 1994-11-16,Approx. Start Rate per Month: $1800 to $2199,Can only admit and care for residents on the upper level who can climb and descend steps independently,Single rooms,Double rooms"
151,http://personalcarehomes.saskatchewan.ca/Facility/Details/e14dd9b3-a9b4-4018-bb5e-deff8c3b5702,Maria's Care Home Ltd.,Maria's Care Home,10,10 Barnes Crescent,Humboldt SK S0K 2A0,10 Barnes Crescent Humboldt SK S0K 2A0,(306) 852-0150,Humboldt,9005,"Initial Licence Date: 2015-12-22,Approx. Start Rate per Month: $2200 to $2799,Can only admit and care for residents who are able to climb and descend steps independently. Single rooms,Double rooms"
152,http://personalcarehomes.saskatchewan.ca/Facility/Details/96633c50-2c56-4896-a8fc-cfdcc150e4b9,The Olive Branch Care Home Inc.,Marie Manor,10,142 McCarthy Blvd North,Regina SK S4R 6A4,142 McCarthy Blvd North Regina SK S4R 6A4,(306) 522-2993,Regina,8374,"Initial Licence Date: 2010-06-01,Approx. Start Rate per Month: $2800 to $3499,Single rooms"
153,http://personalcarehomes.saskatchewan.ca/Facility/Details/ce7a0a1d-8e04-4192-8937-4109e3a38fbb,102075468 Saskatchewan Corp.,Martensville Care Home,14,6 1 Ave N,Martensville SK S0K 0A2,6 1 Ave N Martensville SK S0K 0A2,(639) 441-0125,Martensville,9117,"Initial Licence Date: 2020-02-11,Approx Start Rate per Month: $2200 to $2799,Single Rooms,Double Rooms"
154,http://personalcarehomes.saskatchewan.ca/Facility/Details/719752ed-a160-4a80-95e3-fda9e4fb4932,McClure Place Association Inc.,McClure Place Association Inc.,23,292 Heritage Way,Saskatoon SK S7H 5T4,292 Heritage Way Saskatoon SK S7H 5T4,(306) 665-9439,Saskatoon,8044,"Initial Licence Date: 2005-01-18,Approx. Start Rate per Month: $3500 to $3999,Single rooms,Double rooms"
155,http://personalcarehomes.saskatchewan.ca/Facility/Details/4baa0e03-9f27-4aec-a01d-c9af6f5cd934,Mirinae Kim,McMurchy Care Home,10,85 & 87 McMurchy Ave,Regina SK S4R 3G5,85 & 87 McMurchy Ave Regina SK S4R 3G5,(306) 545-3441,Regina,8456,"Initial Licence Date: 2014-07-23,Approx. Start Rate per Month: $2800 to $3499,Single rooms"
156,http://personalcarehomes.saskatchewan.ca/Facility/Details/2da5b007-88a2-4e92-ac5f-5f5628260b56,Lorinda Johns,Meadow Edge House,10,5 James Bay,Lumsden SK S2V 1B5,5 James Bay Lumsden SK S2V 1B5,(306) 731-3456,Lumsden,8266,"Initial Licence Date: 2007-01-18,Approx. Start Rate per Month: $2800 to $3499,On the second floor can only admit and care for residents who can climb and descend stairs independently,Single rooms"
157,http://personalcarehomes.saskatchewan.ca/Facility/Details/4582eb7f-37de-4b2f-941b-3dc8c3231644,Melchor Catambing,Melchor Catambing,5,2421 Preston Ave S,Saskatoon SK S7J 2G3,2421 Preston Ave S Saskatoon SK S7J 2G3,(306) 948-4144,Saskatoon,9123,"Initial Licence Date: 30-June-2020,Approx. Start Rate per Month: $2200 to $2799,Cannot admit residents at risk of wandering,Can only admit and care for residents who are able to climb and descend stairs independently,Single Rooms,Double Room"
158,http://personalcarehomes.saskatchewan.ca/Facility/Details/9d18e731-58ef-4ecc-9526-b17790222810,OHG Farms Ltd,Midtown Care Home,30,1135 Park Ave,Weyburn SK S4H 0K6,1135 Park Ave Weyburn SK S4H 0K6,(306) 842-0616,Weyburn,9147,"Initial Licence Date: 2021-11-30,Approx Start Rate per Month: $2200 to $2799"
159,http://personalcarehomes.saskatchewan.ca/Facility/Details/4608cef7-b94b-4420-9c90-816a2ef86869,Milena Peris,Milena Peris,4,219 Stone Crescent,Saskatoon SK S7M 4J3,219 Stone Crescent Saskatoon SK S7M 4J3,(306) 978-9807,Saskatoon,7966,"Initial Licence Date: 2004-06-30,Approx. Start Rate per Month: $2200 to $2799,Can only admit and care for residents who can climb and descend stairs independently,Single rooms,Double rooms"
160,http://personalcarehomes.saskatchewan.ca/Facility/Details/d0d85c2f-23ee-40d9-bd24-613b8cdf1f63,Montgomery Carehome Corp.,Montgomery Care Home,9,3230 Mountbatten St,Saskatoon SK S7M 3T6,3230 Mountbatten St Saskatoon SK S7M 3T6,(306) 850-3492,Saskatoon,9127,"Initial Licence Date: July 30,2020,Approx. Start Rate per Month: $2200 to $2799,Single Rooms,Double Room"
161,http://personalcarehomes.saskatchewan.ca/Facility/Details/a0ad9c3f-973f-4078-aed2-7f6784283696,Morris Lodge Society,Morris Lodge,20,Main St,Bangor SK S0A 0E0,Main St Bangor SK S0A 0E0,(306) 728-5322,Bangor,1570,"Initial Licence Date: 1991-10-01,Approx. Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
162,http://personalcarehomes.saskatchewan.ca/Facility/Details/5c741dcb-1924-4f6d-ba54-8f4dbeb0d27b,Corporation 101134328 Saskatchewan Ltd.,Nelson Care Home,27,1336 7 St E,Prince Albert SK S6V 0V1,1336 7 St E Prince Albert SK S6V 0V1,(306) 922-9506,Prince Albert,8354,"Initial Licence Date: 2009-05-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms"
163,http://personalcarehomes.saskatchewan.ca/Facility/Details/482ecd7b-91d4-42fa-bbcc-b2ad4cf1d3b3,Mirinae Kim,Noonan Villa,10,126 Noonan Rd,Regina SK S4V 0J6,126 Noonan Rd Regina SK S4V 0J6,(306) 543-9525,Regina,9082,"Initial Licence Date: 2018-05-01,Approx Start Rate per Month: $2800 to $3499,Single rooms,Double rooms"
164,http://personalcarehomes.saskatchewan.ca/Facility/Details/d16faf82-97ac-48ed-926a-b8d2d4656af8,North View Mennonite Haven Inc,North View Personal Care Home,20,500-201 Centennial Blvd,Warman SK S0K 0A1,500-201 Centennial Blvd Warman SK S0K 0A1,+1 (306) 933-2011,Warman,9099,"Initial Licence Date: 2021-03-12,Approx Start Rate per Month: $3500 to $3999,Cannot admit or care for residents at risk of wandering."
165,http://personalcarehomes.saskatchewan.ca/Facility/Details/35b84798-b6d2-4bfa-accc-853037f0cf3a,Northern Light Care Homes Inc.,Northern Light Care Homes Inc.,7,218 Lochrie Crescent,Saskatoon SK S7M 5E4,218 Lochrie Crescent Saskatoon SK S7M 5E4,(306) 934-5554,Saskatoon,8279,"Initial Licence Date: 2007-04-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
166,http://personalcarehomes.saskatchewan.ca/Facility/Details/3b8e1b8e-8dad-4ce6-a8d2-6c2ce6401a04,Northern Light Care Homes Inc.,Northern Light Care Homes Inc.,8,214 Lochrie Crescent,Saskatoon SK S7M 5E4,214 Lochrie Crescent Saskatoon SK S7M 5E4,(306) 934-5573,Saskatoon,8278,"Initial Licence Date: 2007-04-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
167,http://personalcarehomes.saskatchewan.ca/Facility/Details/b5b28a6a-eaa6-46c2-877e-6abfbc425728,Northern Light Care Homes Inc.,Northern Light Care Homes Inc.,15,327 Beechwood Crescent,Saskatoon SK S7V 1K6,327 Beechwood Crescent Saskatoon SK S7V 1K6,(306) 934-5563,Saskatoon,8334,"Initial Licence Date: 2008-08-15,Approx. Start Rate per Month: $1800 to $2199,Single rooms"
168,http://personalcarehomes.saskatchewan.ca/Facility/Details/bd225650-ada2-419a-9c06-022f2df058db,Orange Memories Care Home Inc.,Orange Memories Care Home Inc.,26,708 6 St E,Rosetown SK S0L 2V0,708 6 St E Rosetown SK S0L 2V0,(306) 882-8880,Rosetown,8468,"Initial Licence Date: 2015-01-29,Approx. Start Rate per Month: $4000 and up,Single rooms,Double rooms"
169,http://personalcarehomes.saskatchewan.ca/Facility/Details/8da8b41e-2cf7-4c00-b647-0e9db15fd95f,Paradise Hill Care Home Inc.,Paradise Hill Care Home Inc.,14,105 1st Ave,Paradise Hill SK S0M 2G0,105 1st Ave Paradise Hill SK S0M 2G0,(306) 344-5010,Paradise Hill,8224,"Initial Licence Date: 2006-09-27,Approx. Start Rate per Month: $2200 to $2799,Cannot admit or care for residents at risk of wandering,Single rooms,Double rooms"
170,http://personalcarehomes.saskatchewan.ca/Facility/Details/d77f598d-7525-4d8a-ad51-7fb4e951f39a,Crystal Spooner,Parkview Villa,15,2915 Pasqua St,Regina SK S4S 2H4,2915 Pasqua St Regina SK S4S 2H4,(306) 359-0036,Regina,8336,"Initial Licence Date: 2008-10-01,Approx. Start Rate per Month: $2200 to $2799,Single rooms,While room # 1 (north-west corner,main floor) is being used as a bedroom,there can be no more than 12 residents living in the home."
171,http://personalcarehomes.saskatchewan.ca/Facility/Details/374ac1ba-d2e2-4c31-be31-823bd681386b,OHG Farms Ltd,Parkway Lodge,50,420 8 Ave SE,Weyburn SK S4H 3N2,420 8 Ave SE Weyburn SK S4H 3N2,(306) 842-7868,Weyburn,9055,"Initial Licence Date: 2017 - 07 - 25,Approx Monthly Starting Range: $1800 to $2199"
172,http://personalcarehomes.saskatchewan.ca/Facility/Details/49f625bb-163c-440a-9fa4-8497864c50d1,Parliament Place Care Home Ltd,Parliament Place Care Home,10,4001 Elphinstone St,Regina SK S4S 3L1,4001 Elphinstone St Regina SK S4S 3L1,(306) 525-3883,Regina,9017,"Initial Licence Date: 2016-04-21,Approx. Start Rate per Month: $2200 to $2799,Residents in the basement must be able to ascend and descend stairs independently. Single rooms"
173,http://personalcarehomes.saskatchewan.ca/Facility/Details/c4f49869-4e0f-424e-b502-88a9b585567c,Prairie Spring Care Homes Inc.,Prairie Spring Care Homes Inc.,15,801 Kristjanson Rd,Saskatoon SK S7S 1M9,801 Kristjanson Rd Saskatoon SK S7S 1M9,(306) 934-0077,Saskatoon,7720,"Initial Licence Date: 2002-04-18,Approx. Start Rate per Month: $2800 to $3499,Single rooms"
174,http://personalcarehomes.saskatchewan.ca/Facility/Details/10a5a8a3-5276-4a91-9cb8-8cb910788c1e,Prairie Villa Inc.,Prairie Villa Inc.,57,800 1 St W,Assiniboia SK S0H 0B0,800 1 St W Assiniboia SK S0H 0B0,(306) 642-5522,Assiniboia,8059,"Initial Licence Date: 2005-03-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
175,http://personalcarehomes.saskatchewan.ca/Facility/Details/8d94db1b-f465-4a21-8a8e-a1822ec59685,Prairie Wind Estate Inc,Prairie Wind Estate Inc.,41,1329,Herbert Ave ,1329 Herbert Ave Herbert SK S0H 2A0,(306) 784-3167,Herbert,9092,"Initial Licence Date: 2018-06-29,Approx Start Rate per Month: $2200 to $2799,Single Rooms,Double Rooms"
176,http://personalcarehomes.saskatchewan.ca/Facility/Details/0da1cf93-7057-4ad9-9f8f-4bfc02b432b1,Crystal Spooner,Precious Memories Villa,10,2800 23 Ave,Regina SK S4S 1E6,2800 23 Ave Regina SK S4S 1E6,(306) 359-0019,Regina,8337,"Initial Licence Date: 2008-10-01,Approx. Start Rate per Month: $4000 and up,Single rooms,Double rooms"
177,http://personalcarehomes.saskatchewan.ca/Facility/Details/3aca3357-0b10-4a08-b337-9385dff0df71,Let Our Residents Dance Care Home Inc,Preeceville Personal Care Home,30,26 3 Ave NW,Preeceville SK S0A 3B0,26 3 Ave NW Preeceville SK S0A 3B0,(306) 547-3366,Preeceville,8408,"Initial Licence Date: 2011-12-29,Approx. Start Rate per Month: $1800 to $2199,Single rooms"
178,http://personalcarehomes.saskatchewan.ca/Facility/Details/1c2679af-5097-499b-ac77-8d1966454a97,Crystal Spooner,Princess Villa,10,3231 Whitmore Ave,Regina SK S4S 1C1,3231 Whitmore Ave Regina SK S4S 1C1,(306) 359-0030,Regina,8338,"Initial Licence Date: 2008-10-01,Approx. Start Rate per Month: $4000 and up,Single rooms,Double rooms"
179,http://personalcarehomes.saskatchewan.ca/Facility/Details/17ec408c-c855-4491-81cb-489b6c9c2e26,Mirinae Kim,Queen City Manor,10,2907 Pasqua St,Regina SK S4S 2H4,2907 Pasqua St Regina SK S4S 2H4,(306) 541-8930,Regina,9126,"Initial Start Date: 2020-08-06,Approx Start Rate per Month: $2800 to $3499"
180,http://personalcarehomes.saskatchewan.ca/Facility/Details/6201fe97-0732-42e5-b5e3-569e23108e64,Maria Barredo Campbell,Rawlinson Crescent Care Home,4,39 Rawlinson Crescent,Regina SK S4S 6B7,39 Rawlinson Crescent Regina SK S4S 6B7,(306) 525-4834,Regina,7633,"Initial Licence Date: 2001-09-21,Approx. Start Rate per Month: $2200 to $2799,Single rooms"
181,http://personalcarehomes.saskatchewan.ca/Facility/Details/da0d95d1-5a70-4ca1-990b-cd76b7916de9,Rehoboth Ventures Ltd,Rehoboth Ventures Ltd.,15,326 Maguire Ct,Saskatoon SK S7W 1A3,326 Maguire Ct Saskatoon SK S7W 1A3,(306) 850-6879,Saskatoon,8376,"Initial Licence Date: 2010-06-21,Approx. Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
182,http://personalcarehomes.saskatchewan.ca/Facility/Details/41540eaf-92d9-42e4-9644-6606965e2b64,Wanda Aamodt,Respite Care Services,3,526 Klassen Crescent,Martensville SK S0K 0A2,526 Klassen Crescent Martensville SK S0K 0A2,(306) 931-8979,Martensville,9122,"Initial Licence Date: 2020-06-05,Approx Start Rate per Month: $1800 to $2199,Can only admit and care for residents who can climb and descend steps independently."
183,http://personalcarehomes.saskatchewan.ca/Facility/Details/3c719854-75bc-4307-bddd-0fec1df53702,Reysiliza M. Macadaeg,Reysiliza M. Macadaeg,14,327 Wedge Rd,Saskatoon SK S7L 6G1,327 Wedge Rd Saskatoon SK S7L 6G1,(306) 262-2924,Saskatoon,9032,"Initial Licence Date: 2016-09-19,Approx. Start Rate per Month: $1200 to $1499,Can only admit and care for residents in Bedroom #s 8,9,10,11,and 12 who can climb and descend stairs independently. Single rooms,Double rooms"
184,http://personalcarehomes.saskatchewan.ca/Facility/Details/e8cf7c25-3ac7-491f-9aa4-5d8c5cc35d52,Reysiliza Macadaeg,Reysiliza Macadaeg,5,402 McArthur Crescent,Saskatoon SK S7L 6X2,402 McArthur Crescent Saskatoon SK S7L 6X2,(306) 262-2924,Saskatoon,9161,"Initial Licence Date: 2022-11-07,Single rooms,• Cannot admit residents with heavy care needs,Cannot admit residents at risk of wandering,Can only admit and care for residents who can climb and descend steps independently,Residents must have access to the common area on the main floor."
185,http://personalcarehomes.saskatchewan.ca/Facility/Details/0850f1f0-e736-4db6-9718-8a68ed8547bf,RB Care Home Inc. & Haven Holdings Ltd.,River Breeze Retirement Complex,62,658 River St E,Prince Albert SK S6V 0A9,658 River St E Prince Albert SK S6V 0A9,(306) 970-8023,Prince Albert,9023,"Initial Licence Date: 2016-06-02,Approx. Start Rate per Month: $2800 to $3499,Can only admit or care for residents who are at risk of wandering on first floor (rooms 101 to 120). Double rooms."
186,http://personalcarehomes.saskatchewan.ca/Facility/Details/584bd165-3947-4478-8e0b-af67d0473dc1,Doucet & Sons Villa Inc,River's Edge Villa,14,457 Riverside Dr,St. Louis SK S0J 2C0,457 Riverside Dr St. Louis SK S0J 2C0,(306) 422-9996,St. Louis,8473,"Initial Licence Date: 2015-07-01,Approx. Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
187,http://personalcarehomes.saskatchewan.ca/Facility/Details/5a23c1ef-72a1-4562-a95c-8730cb706d66,Riverside Terrace (2012) Inc.,Riverside Terrace (2012) Inc.,24,915 Saskatchewan Crescent W,Saskatoon SK S7M 0M7,915 Saskatchewan Crescent W Saskatoon SK S7M 0M7,(306) 664-2334,Saskatoon,7374,"Initial Licence Date: 2000-08-15,Approx. Start Rate per Month: $4000 and up,Single rooms,Double rooms"
188,http://personalcarehomes.saskatchewan.ca/Facility/Details/7258a8ac-1288-4a98-be62-9efc838f614f,Rochelle De Rosas,Rochelle De Rosas,4,522 Hargreaves Green,Saskatoon SK S7R 0G8,522 Hargreaves Green Saskatoon SK S7R 0G8,(306) 881-1602,Saskatoon,9128,"Initial Licence Date: August 19,2020,Approx. Start Rate per Month: $1500 to $1799,Cannot admit residents at risk of wandering,Can only admit and care for residents who are able to climb and descend stairs independently,Light care only,Single Rooms."
189,http://personalcarehomes.saskatchewan.ca/Facility/Details/c139b742-a1b1-46af-b225-39653851218c,Rabbit Lake Health Care Centre Inc.,Rose Gill Lodge,17,"Lots 2, 3, 4 Block 9",Rabbit Lake SK S0M 2L0,"Lots 2, 3, 4 Block 9 Rabbit Lake SK S0M 2L0",(306) 824-2020,Rabbit Lake,5967,"Initial Licence Date: 1997-10-09,Approx. Start Rate per Month: $1500 to $1799,Single rooms"
190,http://personalcarehomes.saskatchewan.ca/Facility/Details/f138302e-33fd-4597-aa33-d3e6e8c80755,Lan Bui,Royal Oaks Care Home,10,2319 E Arens Rd,Regina SK S4V 0S6,2319 E Arens Rd Regina SK S4V 0S6,(306) 596-9073,Regina,9146,"Initial Licence Date: 2021-09-27,Single rooms"
191,http://personalcarehomes.saskatchewan.ca/Facility/Details/76a662d2-b5b5-4fc0-a673-f87384a6e460,Saskatoon Mennonite Care Services Inc,Saskatoon Mennonite Care Services Inc.,18,110 LaRonge Road,Saskatoon SK S7K 7H8,110 LaRonge Road Saskatoon SK S7K 7H8,(306) 242-9019,Saskatoon,9043,"Initial Licence Date: 2016-12-29,Bethany Villa - Main Floor,Approx. Start Rate per Month: $3500 to $3999,Cannot admit or care for residents who are at risk of wandering."
192,http://personalcarehomes.saskatchewan.ca/Facility/Details/94bf1c7b-8b87-4dd1-945c-62ee85a482a4,Saskatoon Shines Care Home Inc.,Saskatoon Shines Care Home Inc.,15,107 McCallum Ln,Saskatoon SK S7L 7B2,107 McCallum Ln Saskatoon SK S7L 7B2,(639) 471-2936,Saskatoon,9164,"Initial licence date: 2019 12 16,Approx Monthly Rate: $2800 to $3499,Single Rooms"
193,http://personalcarehomes.saskatchewan.ca/Facility/Details/e62e322b-7c68-479a-b280-33d0ffb1efab,101087737 Saskatchewan Ltd.,Selo Gardens Personal Care Home,20,1102 McNiven Ave,Regina SK S4S 3X3,1102 McNiven Ave Regina SK S4S 3X3,(306) 790-4444,Regina,8291,"Initial Licence Date: 2007-05-24,Approx. Start Rate per Month: $4000 and up,Single rooms"
