no,facility name,bed,city,authority,phone,post,postal code,email,address check,authority url,website,type,source,operator
174,Heshun Rosewood Senior Centre,20,Maple Ridge,Fraser Health,(604) 463-1078,"11742 225TH ST
MAPLE RIDGE BC V2X 6E4",V2X 6E4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1197,,Assited Living,Ministry of Health,Heshun Rosewood Senior Centre Inc. 
175,Baillie House,148,Maple Ridge,Fraser Health,(604) 476-7888,"11762 LAITY ST
MAPLE RIDGE BC V2X 7G5",V2X 5A3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82729/,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/1/8/baillie-house#.XuK2TflKiUk,Long-Term,Seniors Advocate,
176,Chartwell Willow Retirement Community,30,Maple Ridge,Fraser Health,(604) 466-8602,"12275 224TH STMAPLE RIDGE BC V2X 6H5",V2X 6H5,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1237,https://chartwell.com/en/retirement-residences/chartwell-willow-care-residence/overview,Assited Living,Ministry of Health,Chartwell Master Care LP 
177,Maple Ridge Seniors Village,30,Maple Ridge,Fraser Health,(604) 466-3053,"22141 119TH AVEMAPLE RIDGE BC V2X 2Y7",V2X 2Y7,mrsv.info@retirementconcepts.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1322,http://www.retirementconcepts.com/locations/maple-ridge-seniors-village/,Assited Living,Ministry of Health,Maple Ridge Seniors Village 3 LLP 
178,Holyrood Manor,125,Maple Ridge,Fraser Health,(604) 467-8831,"22710 HOLYROOD AVEMAPLE RIDGE BC V2X 3E6",V2X 3E6,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11282/,https://www.reveraliving.com/long-term-care/locations/holyrood-manor,Long-Term,Seniors Advocate,
179,Northern Haida Gwaii Hospital and Health Centre,4,Masset,Northern Health,(250) 626-4700,"2520 HARRISON AVEMASSET BC V0T 1M0",V0T 1M0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/14072/,https://www.northernhealth.ca/locations/long-term-care/northern-haida-gwaii-hospital-and-health-centre,Long-Term,Seniors Advocate,
180,Nick Grosse Assisted Living Residence,4,Masset,Northern Health,(250) 626-4735,"2524 HARRISON RDMASSET BC V0T 1M0",V0T 1M0,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1160,,Assited Living,Ministry of Health,Northern Health Authority 
181,McBride and District Hospital,9,McBride,Northern Health,(250) 569-2251,"1136 5TH AVEMCBRIDE BC V0J 2E0",V0J 2E0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82561/,https://www.northernhealth.ca/locations/long-term-care/mcbride-and-district-hospital,Long-Term,Seniors Advocate,
182,Gillis House,74,Merritt,Interior Health,(250) 378-3271,"1699 TUTILL CRTMERRITT BC V1K 1C6",V1K 1C6,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/84338/,https://www.interiorhealth.ca/locations/gillis-house,Long-Term,Seniors Advocate,
183,Nicola Meadows Assisted Living,25,Merritt,Interior Health,(250) 378-4254,"2670 GARCIA STMERRITT BC V1K 1B8",V1K 1B8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1093,,Assited Living,Ministry of Health,673848 B.C. Ltd. 
184,Carrington House,50,Mission,Fraser Health,(604) 826-4747,"32679 6TH AVEMISSION BC V2V 1Y8",V2V 1Y8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1196,https://chartwell.com/en/retirement-residences/chartwell-carrington-house-retirement-residence/overview,Assited Living,Ministry of Health,Chartwell Retirement Residences 
185,The Residence in Mission,200,Mission,Fraser Health,(604) 814-6707,"7324 HURD STMISSION BC V2V 3H5",V2V 3H5,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30080/,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/A/A/the-residence-in-mission#.XuK2YflKiUk,Long-Term,Seniors Advocate,
186,The Cedars (Mission),58,Mission,Fraser Health,(604) 826-2194,"7380 HURD STMISSION BC V2V 3H5",V2V 3H5,Info@missionseniors.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1112,http://www.missionseniors.ca/our-communities/the-cedars/,Assited Living,Ministry of Health,Mission Association for Seniors Housing 
187,Halcyon House,17,Nakusp,Interior Health,(250) 265-3692,"PO Box 910, 83 8TH AVE
NAKUSP BC V0G 1R0",V0G 1R0,halcyonhouseal@gmail.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1125,http://halsociety.ca,Assited Living,Ministry of Health,Halcyon Assisted Living Society 
188,Minto House - Arrow Lakes Hospital,16,Nakusp,Interior Health,(250) 265-5233,"97 1ST AVE NENAKUSP BC V0G 1R0",V0G 1R0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82202/,https://www.interiorhealth.ca/locations/minto-house,Long-Term,Seniors Advocate,
189,Malaspina Care Residence,136,Nanaimo,Vancouver Island Health,250-754-7711,"100 ELEVENTH STNANAIMO BC V9R 6R6",V9R 6R6,malaspina@agecare.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/79231/,https://www.agecare.ca/community/agecare-malaspina/care/,Long-Term,Seniors Advocate,
190,Dufferin Place,146,Nanaimo,Vancouver Island Health,(250) 755-7632,"1200 DUFFERIN CRESNANAIMO BC V9S 2B7",V9S 2B7,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82662/,https://www.islandhealth.ca/our-locations/long-term-care-locations/dufferin-place,Long-Term,Seniors Advocate,
191,Kiwanis House,45,Nanaimo,Vancouver Island Health,(250) 753-6471,"1233 KIWANIS CRESNANAIMO BC V9S 5Y1",V9S 5Y1,info@kiwanisvillage.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1248,http://www.kiwanisvillage.ca,Assited Living,Ministry of Health,Nanaimo District Senior Citizens' Housing Development Society 
192,Eden Gardens,130,Nanaimo,Vancouver Island Health,(250) 758-4676,"1917 NORTHFIELD RDNANAIMO BC V9S 3B6",V9S 3B6,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/74034/,http://www.edengardens.ca/,Long-Term,Seniors Advocate,
193,Berwick on the Lake,36,Nanaimo,Vancouver Island Health,(250) 729-7995,"3201 ROSS RDNANAIMO BC V9T 6L9",V9T 6L9,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1182,https://www.berwickretirement.com/bol/,Assited Living,Ministry of Health,Berwick Investments Ltd. 
194,Lakeside Gardens,30,Nanaimo,Vancouver Island Health,250-756-0799,"4088 WELLESLEY AVENANAIMO BC V9T 6M2",V9T 6M2,llamontagne@lakeside-gardens.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/2327,https://lakeside-gardens.com,Assited Living,Ministry of Health,Vancouver Resource Society 
195,Nanaimo Seniors Village,100,Nanaimo,Vancouver Island Health,(250) 729-9524,"6085 UPLANDS DRNANAIMO BC V9V 1W1",V9V 1W1,nsv.info@retirementconcepts.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1323,http://www.retirementconcepts.com/locations/nanaimo-seniors-village/,Assited Living,Ministry of Health,Nanaimo Seniors Village 3 LLP 
196,Origin at Longwood,40,Nanaimo,Vancouver Island Health,(250) 751-7755,"6205 OLIVER RDNANAIMO BC V9T 6T1",V9T 6T1,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1143,https://originway.ca/origin-at-longwood/,Assited Living,Ministry of Health,Origin at Longwood 
197,Woodgrove Manor,43,Nanaimo,Vancouver Island Health,(250) 390-1036,"6304 METRAL DRNANAIMO BC V9T 2L8",V9T 2L8,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/14331/,https://www.trilliumcommunities.com/location/woodgrove-manor/,Long-Term,Seniors Advocate,
198,Wexford Creek Seniors Community,110,Nanaimo,Vancouver Island Health,(250) 753-4044,"80 10TH STNANAIMO BC V9R 0A8",V9R 0A8,cevans@ppsl.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/26170/,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/vancouver-island/wexford-creek/,Long-Term,Seniors Advocate,
199,Lake View Village,25,Nelson,Interior Health,(250) 352-0051,"1020 7TH STNELSON BC V1L 0A2",V1L 0A2,inquiry@glm.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1178,https://goldenlife.ca/villages/lake-view-village/,Assited Living,Ministry of Health,Golden Life Management Corp. 
200,Nelson Jubilee Manor,39,Nelson,Interior Health,(250) 352-7011,"500 BEASLEY ST WNELSON BC V1L 6G9",V1L 6G9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/70490/,https://www.interiorhealth.ca/locations/nelson-jubilee-manor,Long-Term,Seniors Advocate,
201,Mountain Lake Seniors Community,40,Nelson,Interior Health,(250) 352-2600,"908 ELEVENTH STNELSON BC V1L 7A6",V1L 7A6,tamiturner@ppsl.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1090,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/interior/mountain-lake/,Assited Living,Ministry of Health,Mountain Lake Seniors Community Partnership 
202,Slocan Community Health Centre - The Pavillion,28,New Denver,Interior Health,(250) 358-7911,"401 GALENA AVENEW DENVER BC V0G 1S0",V0G 1S0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/70502/,https://www.interiorhealth.ca/locations/the-pavilion,Long-Term,Seniors Advocate,
203,Good Samaritan Canada Victoria Heights,59,New Westminster,Fraser Health,(604) 523-9227,"230 ROSS DRNEW WESTMINSTER BC V3L 0B1",V3L 0B1,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1142,https://gss.org/locations/victoria-heights/,Assited Living,Ministry of Health,Good Samaritan Canada 
204,Queen's Park Care Centre,148,New Westminster,Fraser Health,(604) 517-8661,"315 MCBRIDE BLVDNEW WESTMINSTER BC V3L 5E8",V3L 5E8,queenspark@rchfoundation.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82336/,https://www.qphf.org/the-centre/,Long-Term,Seniors Advocate,
205,Kiwanis Care Centre,75,New Westminster,Fraser Health,(604) 525-6471,"35 CLUTE STNEW WESTMINSTER BC V3L 1Z5",V3L 1Z5,reception@kiwaniscarecentre.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/85238/,http://www.kiwaniscarecentre.com/,Long-Term,Seniors Advocate,
206,Buchanan Lodge,112,New Westminster,Fraser Health,(604) 522-7033,"409 BLAIR AVENEW WESTMINSTER BC V3L 4A4",V3L 4A4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82000/,http://www.buchanan-lodge.com/,Long-Term,Seniors Advocate,
207,Thornebridge Gardens,45,New Westminster,Fraser Health,(604) 524-6100,"649 8TH AVENEW WESTMINSTER BC V3M 2R2",V3M 2R2,info@thornebridgegardensretirement.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1119,https://verveseniorliving.com/thornebridge-gardens/,Assited Living,Ministry of Health,Thornebridge Gardens Holdings Ltd. 
208,Royal City Manor,165,New Westminster,Fraser Health,(604) 522-6699,"77 JAMIESON CRTNEW WESTMINSTER BC V3L 5P8",V3L 5P8,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/15983/,https://www.reveraliving.com/long-term-care/locations/royal-city-manor,Long-Term,Seniors Advocate,
209,Lynn Valley Care Centre,195,North Vancouver,Vancouver Coastal Health,(604) 988-4181,"1070 LYNN VALLEY RD NNORTH VANCOUVER BC V7J 1Z8",V7J 1Z8,info@lynnvalleycare.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/90391/,https://www.lynnvalleycare.com/,Long-Term,Seniors Advocate,
210,Cedarview Lodge,89,North Vancouver,Vancouver Coastal Health,(604) 904-6400,"1200 CEDAR VILLAGE CLOSENORTH VANCOUVER BC V7J 3P3",V7J 3P3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/86194/,http://www.vch.ca/locations-services/result?res_id=16,Long-Term,Seniors Advocate,
211,Cedar Garden Assisted Living,30,North Vancouver,Vancouver Coastal Health,(604) 904-6409,"1250 CEDAR VILLAGE CLOSENORTH VANCOUVER BC V7J 3P3",V7J 3P3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1040,,Assited Living,Ministry of Health,Vancouver Coastal Health Authority 
212,Churchill House,59,North Vancouver,Vancouver Coastal Health,(604) 904-1199,"150 W 29TH STNORTH VANCOUVER BC V7N 0A1",V7N 0A1,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1044,https://chartwell.com/en/retirement-residences/chartwell-churchill-house-assisted-living/overview,Assited Living,Ministry of Health,Chartwell Master Care LP 
213,Creekstone Care Centre,180,North Vancouver,Vancouver Coastal Health,(778) 729-0270,"1526 OXFORD STNORTH VANCOUVER BC V7J 1E5",V7J 1E5,info@creekstonecare.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30760/,https://www.trellisseniors.ca/creekstone-north-vancouver/,Long-Term,Seniors Advocate,
214,Evergreen House - Lions Gate Hospital,284,North Vancouver,Vancouver Coastal Health,(604) 984-5811,"231 E 15TH STNORTH VANCOUVER BC V7L 2L7",V7L 2L7,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82112/,http://www.vch.ca/locations-services/result?res_id=42,Long-Term,Seniors Advocate,
215,Berkley Care Centre,189,North Vancouver,Vancouver Coastal Health,(604) 924-8300,"2444 BURR PLNORTH VANCOUVER BC V7H 3A5",V7H 3A5,nskcct@vch.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/14623/,http://www.vch.ca/locations-services/result?res_id=36,Long-Term,Seniors Advocate,
216,Amica Edgemont Village,98,North Vancouver,Vancouver Coastal Health,(604) 929-6361,"3225 HIGHLAND BLVDNORTH VANCOUVER BC V7R 0A3",V7R 0A3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1308,https://www.amica.ca/edgemont/,Assited Living,Ministry of Health,Edgemont Senior Living Inc. 
217,Heritage House (Oliver),53,Oliver,Interior Health,(250) 498-0622,"409 SALAMANDER AVEOLIVER BC V0H 1T0",V0H 1T0,heritagehouse@benchlife.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1068,https://www.heritagehouse-al.com,Assited Living,Ministry of Health,"Benchmark Lifestyles, Inc. "
218,Sunnybank Retirement Home,51,Oliver,Interior Health,(250) 498-4951,"6553 PARK DROLIVER BC V0H 1T0",V0H 1T0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/71479/,https://www.interiorhealth.ca/locations/sunnybank-retirement-centre,Long-Term,Seniors Advocate,
219,McKinney Place - South Okanagan General Hospital,75,Oliver,Interior Health,(250) 498-5040,"911 MCKINNEY RD
OLIVER BC V0H 1T0",V0H 1T0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82842/,https://www.interiorhealth.ca/locations/mckinney-place-extended-care,Long-Term,Seniors Advocate,
220,Mariposa Gardens,26,Osoyoos,Interior Health,(250) 495-8124,"8816 97TH STOSOYOOS BC V0H 1V5",V0H 1V5,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1163,https://www.siennaliving.ca/retirement/british-columbia/mariposa-gardens-retirement-and-care-community,Assited Living,Ministry of Health,Sienna-Baltic (Mariposa) Inc. 
221,Stanford Seniors Village,52,Parksville,Vancouver Island Health,(250) 951-0811,"250 CRAIG STPARKSVILLE BC V9P 0A7",V9P 0A7,stan.info@retirementconcepts.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1327,https://www.retirementconcepts.com/locations/stanford-seniors-village/,Assited Living,Ministry of Health,Stanford Seniors Village 3 LLP 
222,Arrowsmith Lodge,75,Parksville,Vancouver Island Health,(250) 248-4331,"266 MOILLIET STPARKSVILLE BC V9P 1M9",V9P 1M9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/74203/,http://www.arrowsmithlodge.ca/,Long-Term,Seniors Advocate,
223,Cokely Manor,30,Parksville,Vancouver Island Health,(250) 947-9777,"266A MOILLIET STPARKSVILLE BC V9P 1M9",V9P 1M9,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1046,http://www.arrowsmithlodge.ca,Assited Living,Ministry of Health,Arrowsmith Health Care (2011) Society 
224,Trillium Lodge,91,Parksville,Vancouver Island Health,(250) 947-8230,"P.O. Box 499, 401 MOILLIET ST
PARKSVILLE BC V9P 2G9",V9P 2G9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/85351/,https://www.islandhealth.ca/our-locations/long-term-care-locations/trillium-lodge,Long-Term,Seniors Advocate,
225,The Hamlets at Penticton,20,Penticton,Interior Health,(250) 490-8503,"103 DUNCAN AVE WPENTICTON BC V2A 2Y3",V2A 2Y3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/13326,https://thehamletsatpenticton.ca,Assited Living,Ministry of Health,Yarrow Limited Partnership 
226,Village By the Station,35,Penticton,Interior Health,(250) 490-4949,"270 HASTINGS AVEPENTICTON BC V2A 2V6",V2A 2V6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1122,https://gss.org/locations/village-by-the-station/,Assited Living,Ministry of Health,Good Samaritan Canada 
227,The Concorde Assisted Living Residence,42,Penticton,Interior Health,(250) 490-8800,"3235 SKAHA LAKE RDPENTICTON BC V2A 6G5",V2A 6G5,info@theconcorderetirement.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1114,https://verveseniorliving.com/the-concorde/,Assited Living,Ministry of Health,"Diversicare Canada Management Services Co., Inc. "
228,Haven Hill Retirement Centre,152,Penticton,Interior Health,(250) 492-2600,"415 HAVEN HILL RDPENTICTON BC V2A 4E9",V2A 4E9,info@havenhill.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/97051/,https://www.havenhill.ca/,Long-Term,Seniors Advocate,
229,Chestnut Place,33,Penticton,Interior Health,(250) 490-0200,"453 WINNIPEG STPENTICTON BC V2A 5M7",V2A 5M7,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1042,http://www.pdscl.org,Assited Living,Ministry of Health,Penticton and District Society for Community Living 
230,Westview Extended Care - Pentiction Regional Hospital,102,Penticton,Interior Health,(250) 492-9039/(250) 492-9026,"550 CARMI AVEPENTICTON BC V2A 3G6",V2A 3G6,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82707/,https://www.interiorhealth.ca/locations/westview-place,Long-Term,Seniors Advocate,
231,Trinity Care Centre,75,Penticton,Interior Health,(250) 493-6601,"75 GREEN AVE WPENTICTON BC V2A 7N6",V2A 7N6,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/86701/,https://www.interiorhealth.ca/locations/trinity-care-centre,Long-Term,Seniors Advocate,
232,The Wesbrooke,30,Pitt Meadows,Fraser Health,(604) 460-7006,"12000 190A STPITT MEADOWS BC V3Y 0E4",V3Y 0E4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1193,http://www.thewesbrooke.com,Assited Living,Ministry of Health,Casa Living Inc. 
233,Westhaven,32,Port Alberni,Vancouver Island Health,(250) 724-8875,"3949 PT. ALBERNI HWYPORT ALBERNI BC V9Y 4S1",V9Y 4S1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82482/,https://www.islandhealth.ca/our-locations/long-term-care-locations/westhaven,Long-Term,Seniors Advocate,
234,Echo Village,67,Port Alberni,Vancouver Island Health,(250) 724-1090,"4200 10TH AVEPORT ALBERNI BC V9Y 4X3",V9Y 4X3,info@acccs.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/97107/,https://www.albernicontinuingcare.ca/echo-village,Long-Term,Seniors Advocate,
235,Heritage Place (Alberni Valley),26,Port Alberni,Vancouver Island Health,(250) 723-0480,"4360 HERITAGE LANEPORT ALBERNI BC V9Y 3C4",V9Y 3C4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1134,https://www.islandhealth.ca/our-locations/assisted-living-locations/heritage-place-assisted-living,Assited Living,Ministry of Health,Alberni Valley Assisted Living Society 
236,Fir Park Village,66,Port Alberni,Vancouver Island Health,(250) 724-6541,"4411 WALLACE STPORT ALBERNI BC V9Y 7Y5",V9Y 7Y5,info@acccs.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/83629/,https://www.albernicontinuingcare.ca/fir-park-village/contact-fir-park-village,Long-Term,Seniors Advocate,
237,Tsawaayuus - Rainbow Gardens,44,Port Alberni,Vancouver Island Health,(250) 724-5655,"6151 RUSSELL PLPORT ALBERNI BC V9Y 7W3",V9Y 7W3,info@rainbowgardens.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/97118/,https://www.rainbowgardens.ca/,Long-Term,Seniors Advocate,
238,Hawthorne Seniors Care Community,131,Port Coquitlam,Fraser Health,604-941-4051,"2111 HAWTHORNE AVEPORT COQUITLAM BC V3C 1W3",V3C 1W3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/73190/,http://www.hawthornecare.com/,Long-Term,Seniors Advocate,
239,Nicola Lodge,230,Port Coquitlam,Fraser Health,(604) 945-0058,"2240 HAWKINS STPORT COQUITLAM BC V3B 0M2",V3B 0M2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30630/,https://www.siennaliving.ca/long-term-care/british-columbia/nicola-lodge-care-community,Long-Term,Seniors Advocate,
240,Aspira Astoria Retirement Living,52,Port Coquitlam,Fraser Health,(604) 944-2341,"2245 KELLY AVEPORT COQUITLAM BC V3C 0B1",V3C 0B1,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1179,https://www.aspiralife.ca/our-locations/british-columbia/port-coquitlam/aspira-astoria-retirement-living/,Assited Living,Ministry of Health,The Royale LP 
241,Aspira Mayfair Retirement Living,40,Port Coquitlam,Fraser Health,(604) 552-5552,"2267 KELLY AVEPORT COQUITLAM BC V3C 6N4",V3C 6N4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1135,https://www.aspiralife.ca/our-locations/british-columbia/port-coquitlam/aspira-mayfair-terrace-retirement-living/,Assited Living,Ministry of Health,The Royale West Coast LP dba Mayfair Terrace Retirement Residence 
242,Eagle Ridge Manor - Port Hardy,22,Port Hardy,Vancouver Island Health,(250) 902-6043,"9120 GRANVILLE STPORT HARDY BC V0N 2P0",V0N 2P0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/17440/,https://www.islandhealth.ca/our-locations/long-term-care-locations/eagle-ridge-manor-residential-care,Long-Term,Seniors Advocate,
243,Eagle Ridge Manor - Port Moody,75,Port Moody,Fraser Health,(604) 469-3211,"475 GUILDFORD WAYPORT MOODY BC V3H 3W9",V3H 3W9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/98692/,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/D/A/eagle-ridge-manor#.XuK3A_lKiUk,Long-Term,Seniors Advocate,
244,Kiwanis Garden Manor,40,Powell River,Vancouver Coastal Health,(604) 485-5210,"4923 KIWANIS AVEPOWELL RIVER BC V8A 5H5",V8A 5H5,karenanne.martin@kiwanishousing.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1078,http://www.kiwanishousing.com,Assited Living,Ministry of Health,Powell River Kiwanis Housing Society 
245,Evergreen Extended Care - Powell River Hospital,75,Powell River,Vancouver Coastal Health,(604) 485-2208,"4970 JOYCE AVEPOWELL RIVER BC V8A 5P2",V8A 5P2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82101/,http://www.vch.ca/locations-services/result?res_id=3,Long-Term,Seniors Advocate,
246,Willingdon Creek Village,102,Powell River,Vancouver Coastal Health,(604) 485-9868,"4980 KIWANIS DRPOWELL RIVER BC V8A 0V3",V8A 0V3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30220/,http://www.vch.ca/locations-services/result?res_id=1310,Long-Term,Seniors Advocate,
247,Rainbow Lodge,18,Prince George,Northern Health,(250) 645-4250,"1000 LIARD DRPRINCE GEORGE BC V2M 3Z3",V2M 3Z3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/24510/,https://www.northernhealth.ca/locations/long-term-care/rainbow-lodge,Long-Term,Seniors Advocate,
248,Gateway Lodge - Northern Health Authority,53,Prince George,Northern Health,(250) 645-5055,"1462 20TH AVEPRINCE GEORGE BC V2L 0B3",V2L 0B3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1180,,Assited Living,Ministry of Health,Northern Health Authority 
249,Jubilee Lodge,66,Prince George,Northern Health,(250) 565-2286,"1475 EDMONTON STPRINCE GEORGE BC V2M 1S2",V2M 1S2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82594/,https://www.northernhealth.ca/locations/long-term-care/jubilee-lodge,Long-Term,Seniors Advocate,
250,Gateway Lodge Residential Care,120,Prince George,Northern Health,250.612.5500,"1488 20TH AVEPRINCE GEORGE BC V2L 0B3",V2L 0B3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/27160/,https://www.northernhealth.ca/locations/long-term-care/gateway-lodge-long-term-care,Long-Term,Seniors Advocate,
251,Laurier Manor - Northern Health Authority,32,Prince George,Northern Health,250-565-5627,"2175 9TH AVEPRINCE GEORGE BC V2M 5E3",V2M 5E3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1082,,Assited Living,Ministry of Health,Northern Health Authority 
252,Simon Fraser Lodge,112,Prince George,Northern Health,(250) 563-3413,"2410 LAURIER CRESPRINCE GEORGE BC V2M 2B3",V2M 2B3,info@simonfraserlodge.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/90515/,http://www.simonfraserlodge.ca/,Long-Term,Seniors Advocate,
253,Rodica Senior Home Care House,12,Prince George,Northern Health,(250) 563-9566,"2568 VICTORIA STPRINCE GEORGE BC V2L 5G8",V2L 5G8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1102,https://www.facebook.com/AssistedLivingRodicaHouse/,Assited Living,Ministry of Health,Rodica Senior Home Care House 
254,Emmaus House,11,Prince George,Northern Health,250-964-1175,"6373 HILLCREST PLPRINCE GEORGE BC V2N 5R1",V2N 5R1,care@emmaushouse.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/2593,https://www.emmaushouse.ca/about/contact-form,Assited Living,Ministry of Health,Emmaus Place Society 
255,Birchview Residences,20,Prince George,Northern Health,(778) 415-9790,"7780 HART HWYPRINCE GEORGE BC V2K 3B3",V2K 3B3,dschofield.birchviewresidences@shaw.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30677/,https://www.facebook.com/birchviewresidences/,Long-Term,Seniors Advocate,
256,Parkside Care,58,Prince George,Northern Health,(250) 612-5575,"788 OSPIKA BLVDPRINCE GEORGE BC V2M 6Y2",V2M 6Y2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/87308/,https://www.northernhealth.ca/locations/long-term-care/parkside-care,Long-Term,Seniors Advocate,
257,Acropolis Manor,61,Prince Rupert,Northern Health,(250) 622-6400,"1325 SUMMIT AVEPRINCE RUPERT BC V8J 4C1",V8J 4C1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/83573/,https://www.northernhealth.ca/locations/long-term-care/acropolis-manor,Long-Term,Seniors Advocate,
258,Summit Residence,15,Prince Rupert,Northern Health,(250) 622-6451,"1335 SUMMIT AVEPRINCE RUPERT BC V8J 4L2",V8J 4L2,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1170,,Assited Living,Ministry of Health,Northern Health Authority 
259,Ridgewood Lodge - Princeton General Hospital,37,Princeton,Interior Health,(250) 295-3211,"98 RIDGEWOOD DRPRINCETON BC V0X 1W0",V0X 1W0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/81986/,https://www.interiorhealth.ca/locations/ridgewood-lodge,Long-Term,Seniors Advocate,
260,Berwick Qualicum Beach,10,Qualicum Beach,Vancouver Island Health,250-738-6200,"120 FIRST AVE WQUALICUM BEACH BC V9K 0B4",V9K 0B4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1369,https://www.berwickretirement.com/bqb/,Assited Living,Ministry of Health,Berwick Retirement Qualicum Beach LTD. 
